,altitude,country,get_distance_from,iata,icao,latitude,longitude,name,set_airport_details
4857,121,Canada,<bound method Entity.get_distance_from of <(CYTQ) Tasiujaq Airport - Altitude: 121 - Latitude: 58.667778 - Longitude: -69.955833>>,YTQ,CYTQ,58.667778,-69.955833,Tasiujaq Airport,<bound method Airport.set_airport_details of <(CYTQ) Tasiujaq Airport - Altitude: 121 - Latitude: 58.667778 - Longitude: -69.955833>>
4858,12,French Polynesia,<bound method Entity.get_distance_from of <(NTGO) Tatakoto Airport - Altitude: 12 - Latitude: -17.3552 - Longitude: -138.445007>>,TKV,NTGO,-17.3552,-138.445007,Tatakoto Airport,<bound method Airport.set_airport_details of <(NTGO) Tatakoto Airport - Altitude: 12 - Latitude: -17.3552 - Longitude: -138.445007>>
4859,1335,New Zealand,<bound method Entity.get_distance_from of <(NZAP) Taupo Airport - Altitude: 1335 - Latitude: -38.7397 - Longitude: 176.084396>>,TUO,NZAP,-38.7397,176.084396,Taupo Airport,<bound method Airport.set_airport_details of <(NZAP) Taupo Airport - Altitude: 1335 - Latitude: -38.7397 - Longitude: 176.084396>>
4860,13,New Zealand,<bound method Entity.get_distance_from of <(NZTG) Tauranga Airport - Altitude: 13 - Latitude: -37.673225 - Longitude: 176.198578>>,TRG,NZTG,-37.673225,176.198578,Tauranga Airport,<bound method Airport.set_airport_details of <(NZTG) Tauranga Airport - Altitude: 13 - Latitude: -37.673225 - Longitude: 176.198578>>
4861,57,Malaysia,<bound method Entity.get_distance_from of <(WBKW) Tawau Airport - Altitude: 57 - Latitude: 4.313369 - Longitude: 118.121902>>,TWU,WBKW,4.313369,118.121902,Tawau Airport,<bound method Airport.set_airport_details of <(WBKW) Tawau Airport - Altitude: 57 - Latitude: 4.313369 - Longitude: 118.121902>>
4862,7,Philippines,<bound method Entity.get_distance_from of <(RPMN) Tawi Tawi Sanga Sanga Airport - Altitude: 7 - Latitude: 5.044251 - Longitude: 119.740982>>,TWT,RPMN,5.044251,119.740982,Tawi Tawi Sanga Sanga Airport,<bound method Airport.set_airport_details of <(RPMN) Tawi Tawi Sanga Sanga Airport - Altitude: 7 - Latitude: 5.044251 - Longitude: 119.740982>>
4863,1624,Georgia,<bound method Entity.get_distance_from of <(UGTB) Tbilisi International Airport - Altitude: 1624 - Latitude: 41.669159 - Longitude: 44.95472>>,TBS,UGTB,41.669159,44.95472,Tbilisi International Airport,<bound method Airport.set_airport_details of <(UGTB) Tbilisi International Airport - Altitude: 1624 - Latitude: 41.669159 - Longitude: 44.95472>>
4864,687,New Zealand,<bound method Entity.get_distance_from of <(NZMO) Te Anau Manapouri Airport - Altitude: 687 - Latitude: -45.533001 - Longitude: 167.649994>>,TEU,NZMO,-45.533001,167.649994,Te Anau Manapouri Airport,<bound method Airport.set_airport_details of <(NZMO) Te Anau Manapouri Airport - Altitude: 687 - Latitude: -45.533001 - Longitude: 167.649994>>
4865,2647,Algeria,<bound method Entity.get_distance_from of <(DABS) Tebessa Airport - Altitude: 2647 - Latitude: 35.430737 - Longitude: 8.124193>>,TEE,DABS,35.430737,8.124193,Tebessa Airport,<bound method Airport.set_airport_details of <(DABS) Tebessa Airport - Altitude: 2647 - Latitude: 35.430737 - Longitude: 8.124193>>
4866,120,United Kingdom,<bound method Entity.get_distance_from of <(EGNV) Teesside International Airport - Altitude: 120 - Latitude: 54.509178 - Longitude: -1.4294>>,MME,EGNV,54.509178,-1.4294,Teesside International Airport,<bound method Airport.set_airport_details of <(EGNV) Teesside International Airport - Altitude: 120 - Latitude: 54.509178 - Longitude: -1.4294>>
4867,184,Brazil,<bound method Entity.get_distance_from of <(SBTF) Tefe Airport - Altitude: 184 - Latitude: -3.38294 - Longitude: -64.723999>>,TFF,SBTF,-3.38294,-64.723999,Tefe Airport,<bound method Airport.set_airport_details of <(SBTF) Tefe Airport - Altitude: 184 - Latitude: -3.38294 - Longitude: -64.723999>>
4868,2061,Honduras,<bound method Entity.get_distance_from of <(MHPR) Tegucigalpa Palmerola International Airport - Altitude: 2061 - Latitude: 14.3824 - Longitude: -87.621201>>,XPL,MHPR,14.3824,-87.621201,Tegucigalpa Palmerola International Airport,<bound method Airport.set_airport_details of <(MHPR) Tegucigalpa Palmerola International Airport - Altitude: 2061 - Latitude: 14.3824 - Longitude: -87.621201>>
4869,3294,Honduras,<bound method Entity.get_distance_from of <(MHTG) Tegucigalpa Toncontin International Airport - Altitude: 3294 - Latitude: 14.06088 - Longitude: -87.217102>>,TGU,MHTG,14.06088,-87.217102,Tegucigalpa Toncontin International Airport,<bound method Airport.set_airport_details of <(MHTG) Tegucigalpa Toncontin International Airport - Altitude: 3294 - Latitude: 14.06088 - Longitude: -87.217102>>
4870,3305,Iran,<bound method Entity.get_distance_from of <(OIIE) Tehran Imam Khomeini International Airport - Altitude: 3305 - Latitude: 35.416111 - Longitude: 51.152222>>,IKA,OIIE,35.416111,51.152222,Tehran Imam Khomeini International Airport,<bound method Airport.set_airport_details of <(OIIE) Tehran Imam Khomeini International Airport - Altitude: 3305 - Latitude: 35.416111 - Longitude: 51.152222>>
4871,3962,Iran,<bound method Entity.get_distance_from of <(OIII) Tehran Mehrabad International Airport - Altitude: 3962 - Latitude: 35.689159 - Longitude: 51.313412>>,THR,OIII,35.689159,51.313412,Tehran Mehrabad International Airport,<bound method Airport.set_airport_details of <(OIII) Tehran Mehrabad International Airport - Altitude: 3962 - Latitude: 35.689159 - Longitude: 51.313412>>
4872,344,Brazil,<bound method Entity.get_distance_from of <(SNTF) Teixeira de Freitas Airport - Altitude: 344 - Latitude: -17.524166 - Longitude: -39.669724>>,TXF,SNTF,-17.524166,-39.669724,Teixeira de Freitas Airport,<bound method Airport.set_airport_details of <(SNTF) Teixeira de Freitas Airport - Altitude: 344 - Latitude: -17.524166 - Longitude: -39.669724>>
4873,574,Turkey,<bound method Entity.get_distance_from of <(LTBU) Tekirdag Corlu Airport - Altitude: 574 - Latitude: 41.138332 - Longitude: 27.919167>>,TEQ,LTBU,41.138332,27.919167,Tekirdag Corlu Airport,<bound method Airport.set_airport_details of <(LTBU) Tekirdag Corlu Airport - Altitude: 574 - Latitude: 41.138332 - Longitude: 27.919167>>
4874,135,Israel,<bound method Entity.get_distance_from of <(LLBG) Tel Aviv Ben Gurion International Airport - Altitude: 135 - Latitude: 32.011379 - Longitude: 34.886662>>,TLV,LLBG,32.011379,34.886662,Tel Aviv Ben Gurion International Airport,<bound method Airport.set_airport_details of <(LLBG) Tel Aviv Ben Gurion International Airport - Altitude: 135 - Latitude: 32.011379 - Longitude: 34.886662>>
4875,2571,Brazil,<bound method Entity.get_distance_from of <(SSVL) Telemaco Borba Airport - Altitude: 2571 - Latitude: -24.317331 - Longitude: -50.651772>>,TEC,SSVL,-24.317331,-50.651772,Telemaco Borba Airport,<bound method Airport.set_airport_details of <(SSVL) Telemaco Borba Airport - Altitude: 2571 - Latitude: -24.317331 - Longitude: -50.651772>>
4876,970,Australia,<bound method Entity.get_distance_from of <(YTEF) Telfer Airport - Altitude: 970 - Latitude: -21.715 - Longitude: 122.228996>>,TEF,YTEF,-21.715,122.228996,Telfer Airport,<bound method Airport.set_airport_details of <(YTEF) Telfer Airport - Altitude: 970 - Latitude: -21.715 - Longitude: 122.228996>>
4877,294,United States,<bound method Entity.get_distance_from of <(PATE) Teller Airport - Altitude: 294 - Latitude: 65.240402 - Longitude: -166.339005>>,TLA,PATE,65.240402,-166.339005,Teller Airport,<bound method Airport.set_airport_details of <(PATE) Teller Airport - Altitude: 294 - Latitude: 65.240402 - Longitude: -166.339005>>
4878,9078,United States,<bound method Entity.get_distance_from of <(KTEX) Telluride Regional Airport - Altitude: 9078 - Latitude: 37.953888 - Longitude: -107.908607>>,TEX,KTEX,37.953888,-107.908607,Telluride Regional Airport,<bound method Airport.set_airport_details of <(KTEX) Telluride Regional Airport - Altitude: 9078 - Latitude: 37.953888 - Longitude: -107.908607>>
4879,921,Australia,<bound method Entity.get_distance_from of <(YTEM) Temora Airport - Altitude: 921 - Latitude: -34.421398 - Longitude: 147.511993>>,TEM,YTEM,-34.421398,147.511993,Temora Airport,<bound method Airport.set_airport_details of <(YTEM) Temora Airport - Altitude: 921 - Latitude: -34.421398 - Longitude: 147.511993>>
4880,682,United States,<bound method Entity.get_distance_from of <(KTPL) Temple Draughon-Miller Airport - Altitude: 682 - Latitude: 31.150278 - Longitude: -97.409164>>,TPL,KTPL,31.150278,-97.409164,Temple Draughon-Miller Airport,<bound method Airport.set_airport_details of <(KTPL) Temple Draughon-Miller Airport - Altitude: 682 - Latitude: 31.150278 - Longitude: -97.409164>>
4881,304,Chile,<bound method Entity.get_distance_from of <(SCQP) Temuco Airport - Altitude: 304 - Latitude: -38.930801 - Longitude: -72.653603>>,ZCO,SCQP,-38.930801,-72.653603,Temuco Airport,<bound method Airport.set_airport_details of <(SCQP) Temuco Airport - Altitude: 304 - Latitude: -38.930801 - Longitude: -72.653603>>
4882,2073,Spain,<bound method Entity.get_distance_from of <(GCXO) Tenerife North Airport - Altitude: 2073 - Latitude: 28.482651 - Longitude: -16.341499>>,TFN,GCXO,28.482651,-16.341499,Tenerife North Airport,<bound method Airport.set_airport_details of <(GCXO) Tenerife North Airport - Altitude: 2073 - Latitude: 28.482651 - Longitude: -16.341499>>
4883,209,Spain,<bound method Entity.get_distance_from of <(GCTS) Tenerife South Airport - Altitude: 209 - Latitude: 28.04447 - Longitude: -16.572399>>,TFS,GCTS,28.04447,-16.572399,Tenerife South Airport,<bound method Airport.set_airport_details of <(GCTS) Tenerife South Airport - Altitude: 209 - Latitude: 28.04447 - Longitude: -16.572399>>
4884,6247,China,<bound method Entity.get_distance_from of <(ZPTC) Tengchong Tuofeng Airport - Altitude: 6247 - Latitude: 24.939379 - Longitude: 98.482025>>,TCZ,ZPTC,24.939379,98.482025,Tengchong Tuofeng Airport,<bound method Airport.set_airport_details of <(ZPTC) Tengchong Tuofeng Airport - Altitude: 6247 - Latitude: 24.939379 - Longitude: 98.482025>>
4885,1236,Australia,<bound method Entity.get_distance_from of <(YTNK) Tennant Creek Airport - Altitude: 1236 - Latitude: -19.634399 - Longitude: 134.182999>>,TCA,YTNK,-19.634399,134.182999,Tennant Creek Airport,<bound method Airport.set_airport_details of <(YTNK) Tennant Creek Airport - Altitude: 1236 - Latitude: -19.634399 - Longitude: 134.182999>>
4886,1572,Brazil,<bound method Entity.get_distance_from of <(SNTO) Teofilo Otoni Airport - Altitude: 1572 - Latitude: -17.8923 - Longitude: -41.513599>>,TFL,SNTO,-17.8923,-41.513599,Teofilo Otoni Airport,<bound method Airport.set_airport_details of <(SNTO) Teofilo Otoni Airport - Altitude: 1572 - Latitude: -17.8923 - Longitude: -41.513599>>
4887,3020,Mexico,<bound method Entity.get_distance_from of <(MMEP) Tepic Amado Nervo International Airport - Altitude: 3020 - Latitude: 21.419451 - Longitude: -104.842003>>,TPQ,MMEP,21.419451,-104.842003,Tepic Amado Nervo International Airport,<bound method Airport.set_airport_details of <(MMEP) Tepic Amado Nervo International Airport - Altitude: 3020 - Latitude: 21.419451 - Longitude: -104.842003>>
4888,180,Portugal,<bound method Entity.get_distance_from of <(LPLA) Terceira Lajes Airport - Altitude: 180 - Latitude: 38.761841 - Longitude: -27.0907>>,TER,LPLA,38.761841,-27.0907,Terceira Lajes Airport,<bound method Airport.set_airport_details of <(LPLA) Terceira Lajes Airport - Altitude: 180 - Latitude: 38.761841 - Longitude: -27.0907>>
4889,219,Brazil,<bound method Entity.get_distance_from of <(SBTE) Teresina Airport - Altitude: 219 - Latitude: -5.05994 - Longitude: -42.823399>>,THE,SBTE,-5.05994,-42.823399,Teresina Airport,<bound method Airport.set_airport_details of <(SBTE) Teresina Airport - Altitude: 219 - Latitude: -5.05994 - Longitude: -42.823399>>
4890,-1,Argentina,<bound method Entity.get_distance_from of <(SANH) Termas de Rio Hondo Airport - Altitude: -1 - Latitude: -27.450001 - Longitude: -64.879997>>,RHD,SANH,-27.450001,-64.879997,Termas de Rio Hondo Airport,<bound method Airport.set_airport_details of <(SANH) Termas de Rio Hondo Airport - Altitude: -1 - Latitude: -27.450001 - Longitude: -64.879997>>
4891,1027,Uzbekistan,<bound method Entity.get_distance_from of <(UTST) Termez Airport - Altitude: 1027 - Latitude: 37.280502 - Longitude: 67.318954>>,TMJ,UTST,37.280502,67.318954,Termez Airport,<bound method Airport.set_airport_details of <(UTST) Termez Airport - Altitude: 1027 - Latitude: 37.280502 - Longitude: 67.318954>>
4892,49,Indonesia,<bound method Entity.get_distance_from of <(WAMT) Ternate Babullah Airport - Altitude: 49 - Latitude: 0.831414 - Longitude: 127.381401>>,TTE,WAMT,0.831414,127.381401,Ternate Babullah Airport,<bound method Airport.set_airport_details of <(WAMT) Ternate Babullah Airport - Altitude: 49 - Latitude: 0.831414 - Longitude: 127.381401>>
4893,33,Russia,<bound method Entity.get_distance_from of <(UHWT) Terney Airport - Altitude: 33 - Latitude: 45.083057 - Longitude: 136.590561>>,NEI,UHWT,45.083057,136.590561,Terney Airport,<bound method Airport.set_airport_details of <(UHWT) Terney Airport - Altitude: 33 - Latitude: 45.083057 - Longitude: 136.590561>>
4894,372,Italy,<bound method Entity.get_distance_from of <(LIAA) Terni Alvaro Leonardi Airport - Altitude: 372 - Latitude: 42.573364 - Longitude: 12.584465>>,QIL,LIAA,42.573364,12.584465,Terni Alvaro Leonardi Airport,<bound method Airport.set_airport_details of <(LIAA) Terni Alvaro Leonardi Airport - Altitude: 372 - Latitude: 42.573364 - Longitude: 12.584465>>
4895,713,Canada,<bound method Entity.get_distance_from of <(CYXT) Terrace Northwest Regional Airport - Altitude: 713 - Latitude: 54.468498 - Longitude: -128.576004>>,YXT,CYXT,54.468498,-128.576004,Terrace Northwest Regional Airport,<bound method Airport.set_airport_details of <(CYXT) Terrace Northwest Regional Airport - Altitude: 713 - Latitude: 54.468498 - Longitude: -128.576004>>
4896,589,United States,<bound method Entity.get_distance_from of <(KHUF) Terre Haute Regional Airport - Altitude: 589 - Latitude: 39.451462 - Longitude: -87.307503>>,HUF,KHUF,39.451462,-87.307503,Terre Haute Regional Airport,<bound method Airport.set_airport_details of <(KHUF) Terre Haute Regional Airport - Altitude: 589 - Latitude: 39.451462 - Longitude: -87.307503>>
4897,471,United States,<bound method Entity.get_distance_from of <(KTRL) Terrell Municipal Airport - Altitude: 471 - Latitude: 32.709351 - Longitude: -96.267082>>,TRL,KTRL,32.709351,-96.267082,Terrell Municipal Airport,<bound method Airport.set_airport_details of <(KTRL) Terrell Municipal Airport - Altitude: 471 - Latitude: 32.709351 - Longitude: -96.267082>>
4898,3367,Spain,<bound method Entity.get_distance_from of <(LETL) Teruel Airport - Altitude: 3367 - Latitude: 40.411945 - Longitude: -1.2175>>,TEV,LETL,40.411945,-1.2175,Teruel Airport,<bound method Airport.set_airport_details of <(LETL) Teruel Airport - Altitude: 3367 - Latitude: 40.411945 - Longitude: -1.2175>>
4899,525,Mozambique,<bound method Entity.get_distance_from of <(FQTT) Tete Chingozi Airport - Altitude: 525 - Latitude: -16.104799 - Longitude: 33.640179>>,TET,FQTT,-16.104799,33.640179,Tete Chingozi Airport,<bound method Airport.set_airport_details of <(FQTT) Tete Chingozi Airport - Altitude: 525 - Latitude: -16.104799 - Longitude: 33.640179>>
4900,107,Canada,<bound method Entity.get_distance_from of <(CTB6) Tete-a-la-Baleine Airport - Altitude: 107 - Latitude: 50.6744 - Longitude: -59.383598>>,ZTB,CTB6,50.6744,-59.383598,Tete-a-la-Baleine Airport,<bound method Airport.set_airport_details of <(CTB6) Tete-a-la-Baleine Airport - Altitude: 107 - Latitude: 50.6744 - Longitude: -59.383598>>
4901,9,United States,<bound method Entity.get_distance_from of <(KTEB) Teterboro Airport - Altitude: 9 - Latitude: 40.850101 - Longitude: -74.060799>>,TEB,KTEB,40.850101,-74.060799,Teterboro Airport,<bound method Airport.set_airport_details of <(KTEB) Teterboro Airport - Altitude: 9 - Latitude: 40.850101 - Longitude: -74.060799>>
4902,43,French Polynesia,<bound method Entity.get_distance_from of <(NTTE) Tetiaroa Airport - Altitude: 43 - Latitude: -17.0149 - Longitude: -149.588852>>,TTI,NTTE,-17.0149,-149.588852,Tetiaroa Airport,<bound method Airport.set_airport_details of <(NTTE) Tetiaroa Airport - Altitude: 43 - Latitude: -17.0149 - Longitude: -149.588852>>
4903,10,Morocco,<bound method Entity.get_distance_from of <(GMTN) Tetuan Sania Ramel Airport - Altitude: 10 - Latitude: 35.59433 - Longitude: -5.32001>>,TTU,GMTN,35.59433,-5.32001,Tetuan Sania Ramel Airport,<bound method Airport.set_airport_details of <(GMTN) Tetuan Sania Ramel Airport - Altitude: 10 - Latitude: 35.59433 - Longitude: -5.32001>>
4904,10,Netherlands,<bound method Entity.get_distance_from of <(EHTE) Teuge International Airport - Altitude: 10 - Latitude: 52.242867 - Longitude: 6.051045>>,QHT,EHTE,52.242867,6.051045,Teuge International Airport,<bound method Airport.set_airport_details of <(EHTE) Teuge International Airport - Altitude: 10 - Latitude: 52.242867 - Longitude: 6.051045>>
4905,390,United States,<bound method Entity.get_distance_from of <(KTXK) Texarkana Regional Airport - Altitude: 390 - Latitude: 33.45372 - Longitude: -93.990997>>,TXK,KTXK,33.45372,-93.990997,Texarkana Regional Airport,<bound method Airport.set_airport_details of <(KTXK) Texarkana Regional Airport - Altitude: 390 - Latitude: 33.45372 - Longitude: -93.990997>>
4906,232,India,<bound method Entity.get_distance_from of <(VETZ) Tezpur Airport - Altitude: 232 - Latitude: 26.709925 - Longitude: 92.784569>>,TEZ,VETZ,26.709925,92.784569,Tezpur Airport,<bound method Airport.set_airport_details of <(VETZ) Tezpur Airport - Altitude: 232 - Latitude: 26.709925 - Longitude: 92.784569>>
4907,800,India,<bound method Entity.get_distance_from of <(VETJ) Tezu Airport - Altitude: 800 - Latitude: 27.941219 - Longitude: 96.134438>>,TEI,VETJ,27.941219,96.134438,Tezu Airport,<bound method Airport.set_airport_details of <(VETJ) Tezu Airport - Altitude: 800 - Latitude: 27.941219 - Longitude: 96.134438>>
4908,20,Myanmar (Burma),<bound method Entity.get_distance_from of <(VYTD) Thandwe Airport - Altitude: 20 - Latitude: 18.46073 - Longitude: 94.30011>>,SNW,VYTD,18.46073,94.30011,Thandwe Airport,<bound method Airport.set_airport_details of <(VYTD) Thandwe Airport - Altitude: 20 - Latitude: 18.46073 - Longitude: 94.30011>>
4909,642,Australia,<bound method Entity.get_distance_from of <(YTNG) Thangool Airport - Altitude: 642 - Latitude: -24.495169 - Longitude: 150.578857>>,THG,YTNG,-24.495169,150.578857,Thangool Airport,<bound method Airport.set_airport_details of <(YTNG) Thangool Airport - Altitude: 642 - Latitude: -24.495169 - Longitude: 150.578857>>
4910,440,Australia,<bound method Entity.get_distance_from of <(YTGM) Thargomindah Airport - Altitude: 440 - Latitude: -27.987225 - Longitude: 143.812897>>,XTG,YTGM,-27.987225,143.812897,Thargomindah Airport,<bound method Airport.set_airport_details of <(YTGM) Thargomindah Airport - Altitude: 440 - Latitude: -27.987225 - Longitude: 143.812897>>
4911,247,United States,<bound method Entity.get_distance_from of <(KDLS) The Dalles Columbia Gorge Regional Airport - Altitude: 247 - Latitude: 45.6185 - Longitude: -121.167>>,DLS,KDLS,45.6185,-121.167,The Dalles Columbia Gorge Regional Airport,<bound method Airport.set_airport_details of <(KDLS) The Dalles Columbia Gorge Regional Airport - Altitude: 247 - Latitude: 45.6185 - Longitude: -121.167>>
4912,1296,Australia,<bound method Entity.get_distance_from of <(YTGT) The Granites Airport - Altitude: 1296 - Latitude: -20.548332 - Longitude: 130.350006>>,GTS,YTGT,-20.548332,130.350006,The Granites Airport,<bound method Airport.set_airport_details of <(YTGT) The Granites Airport - Altitude: 1296 - Latitude: -20.548332 - Longitude: 130.350006>>
4913,887,Canada,<bound method Entity.get_distance_from of <(CYQD) The Pas Airport - Altitude: 887 - Latitude: 53.971378 - Longitude: -101.091003>>,YQD,CYQD,53.971378,-101.091003,The Pas Airport,<bound method Airport.set_airport_details of <(CYQD) The Pas Airport - Altitude: 887 - Latitude: 53.971378 - Longitude: -101.091003>>
4914,128,Anguilla,<bound method Entity.get_distance_from of <(TQPF) The Valley Clayton J. Lloyd International Airport - Altitude: 128 - Latitude: 18.20483 - Longitude: -63.055>>,AXA,TQPF,18.20483,-63.055,The Valley Clayton J. Lloyd International Airport,<bound method Airport.set_airport_details of <(TQPF) The Valley Clayton J. Lloyd International Airport - Altitude: 128 - Latitude: 18.20483 - Longitude: -63.055>>
4915,698,Australia,<bound method Entity.get_distance_from of <(YTHD) Theda Station Airport - Altitude: 698 - Latitude: -14.790424 - Longitude: 126.498238>>,TDN,YTHD,-14.790424,126.498238,Theda Station Airport,<bound method Airport.set_airport_details of <(YTHD) Theda Station Airport - Altitude: 698 - Latitude: -14.790424 - Longitude: 126.498238>>
4916,565,Australia,<bound method Entity.get_distance_from of <(YTDR) Theodore Airport - Altitude: 565 - Latitude: -24.986122 - Longitude: 150.093063>>,TDR,YTDR,-24.986122,150.093063,Theodore Airport,<bound method Airport.set_airport_details of <(YTDR) Theodore Airport - Altitude: 565 - Latitude: -24.986122 - Longitude: 150.093063>>
4917,-128,United States,<bound method Entity.get_distance_from of <(KTRM) Thermal Jacqueline Cochran Regional Airport - Altitude: -128 - Latitude: 33.626884 - Longitude: -116.155937>>,TRM,KTRM,33.626884,-116.155937,Thermal Jacqueline Cochran Regional Airport,<bound method Airport.set_airport_details of <(KTRM) Thermal Jacqueline Cochran Regional Airport - Altitude: -128 - Latitude: 33.626884 - Longitude: -116.155937>>
4918,22,Greece,<bound method Entity.get_distance_from of <(LGTS) Thessaloniki International Airport - Altitude: 22 - Latitude: 40.519718 - Longitude: 22.970949>>,SKG,LGTS,40.519718,22.970949,Thessaloniki International Airport,<bound method Airport.set_airport_details of <(LGTS) Thessaloniki International Airport - Altitude: 22 - Latitude: 40.519718 - Longitude: 22.970949>>
4919,1114,United States,<bound method Entity.get_distance_from of <(KTVF) Thief River Falls Regional Airport - Altitude: 1114 - Latitude: 48.065109 - Longitude: -96.184654>>,TVF,KTVF,48.065109,-96.184654,Thief River Falls Regional Airport,<bound method Airport.set_airport_details of <(KTVF) Thief River Falls Regional Airport - Altitude: 1114 - Latitude: 48.065109 - Longitude: -96.184654>>
4920,6,Maldives,<bound method Entity.get_distance_from of <(VRNT) Thimarafushi Airport - Altitude: 6 - Latitude: 2.212456 - Longitude: 73.152817>>,TMF,VRNT,2.212456,73.152817,Thimarafushi Airport,<bound method Airport.set_airport_details of <(VRNT) Thimarafushi Airport - Altitude: 6 - Latitude: 2.212456 - Longitude: 73.152817>>
4921,23,Denmark,<bound method Entity.get_distance_from of <(EKTS) Thisted Airport - Altitude: 23 - Latitude: 57.068802 - Longitude: 8.705224>>,TED,EKTS,57.068802,8.705224,Thisted Airport,<bound method Airport.set_airport_details of <(EKTS) Thisted Airport - Altitude: 23 - Latitude: 57.068802 - Longitude: 8.705224>>
4922,264,United States,<bound method Entity.get_distance_from of <(KTVI) Thomasville Regional Airport - Altitude: 264 - Latitude: 30.9025 - Longitude: -83.880554>>,TVI,KTVI,30.9025,-83.880554,Thomasville Regional Airport,<bound method Airport.set_airport_details of <(KTVI) Thomasville Regional Airport - Altitude: 264 - Latitude: 30.9025 - Longitude: -83.880554>>
4923,729,Canada,<bound method Entity.get_distance_from of <(CYTH) Thompson Airport - Altitude: 729 - Latitude: 55.801109 - Longitude: -97.864098>>,YTH,CYTH,55.801109,-97.864098,Thompson Airport,<bound method Airport.set_airport_details of <(CYTH) Thompson Airport - Altitude: 729 - Latitude: 55.801109 - Longitude: -97.864098>>
4924,64,Iceland,<bound method Entity.get_distance_from of <(BITN) Thorshofn Airport - Altitude: 64 - Latitude: 66.21833 - Longitude: -15.3347>>,THO,BITN,66.21833,-15.3347,Thorshofn Airport,<bound method Airport.set_airport_details of <(BITN) Thorshofn Airport - Altitude: 64 - Latitude: 66.21833 - Longitude: -15.3347>>
4925,653,Canada,<bound method Entity.get_distance_from of <(CYQT) Thunder Bay International Airport - Altitude: 653 - Latitude: 48.371941 - Longitude: -89.323799>>,YQT,CYQT,48.371941,-89.323799,Thunder Bay International Airport,<bound method Airport.set_airport_details of <(CYQT) Thunder Bay International Airport - Altitude: 653 - Latitude: 48.371941 - Longitude: -89.323799>>
4926,33,China,<bound method Entity.get_distance_from of <(ZBTJ) Tianjin Binhai International Airport - Altitude: 33 - Latitude: 39.124352 - Longitude: 117.3461>>,TSN,ZBTJ,39.124352,117.3461,Tianjin Binhai International Airport,<bound method Airport.set_airport_details of <(ZBTJ) Tianjin Binhai International Airport - Altitude: 33 - Latitude: 39.124352 - Longitude: 117.3461>>
4927,3579,China,<bound method Entity.get_distance_from of <(ZLTS) Tianshui Maijishan Airport - Altitude: 3579 - Latitude: 34.558334 - Longitude: 105.861115>>,THQ,ZLTS,34.558334,105.861115,Tianshui Maijishan Airport,<bound method Airport.set_airport_details of <(ZLTS) Tianshui Maijishan Airport - Altitude: 3579 - Latitude: 34.558334 - Longitude: 105.861115>>
4928,3227,Algeria,<bound method Entity.get_distance_from of <(DAOB) Tiaret Bou Chekif Airport - Altitude: 3227 - Latitude: 35.341061 - Longitude: 1.463834>>,TID,DAOB,35.341061,1.463834,Tiaret Bou Chekif Airport,<bound method Airport.set_airport_details of <(DAOB) Tiaret Bou Chekif Airport - Altitude: 3227 - Latitude: 35.341061 - Longitude: 1.463834>>
4929,562,Australia,<bound method Entity.get_distance_from of <(YTIB) Tibooburra Airport - Altitude: 562 - Latitude: -29.452763 - Longitude: 142.057266>>,TYB,YTIB,-29.452763,142.057266,Tibooburra Airport,<bound method Airport.set_airport_details of <(YTIB) Tibooburra Airport - Altitude: 562 - Latitude: -29.452763 - Longitude: 142.057266>>
4930,355,United States,<bound method Entity.get_distance_from of <(KTMA) Tifton Henry Tift Myers Airport - Altitude: 355 - Latitude: 31.433332 - Longitude: -83.48333>>,TMA,KTMA,31.433332,-83.48333,Tifton Henry Tift Myers Airport,<bound method Airport.set_airport_details of <(KTMA) Tifton Henry Tift Myers Airport - Altitude: 355 - Latitude: 31.433332 - Longitude: -83.48333>>
4931,128,New Caledonia,<bound method Entity.get_distance_from of <(NWWA) Tiga Airport - Altitude: 128 - Latitude: -21.0961 - Longitude: 167.803802>>,TGJ,NWWA,-21.0961,167.803802,Tiga Airport,<bound method Airport.set_airport_details of <(NWWA) Tiga Airport - Altitude: 128 - Latitude: -21.0961 - Longitude: 167.803802>>
4932,489,Mexico,<bound method Entity.get_distance_from of <(MMTJ) Tijuana International Airport - Altitude: 489 - Latitude: 32.541061 - Longitude: -116.970001>>,TIJ,MMTJ,32.541061,-116.970001,Tijuana International Airport,<bound method Airport.set_airport_details of <(MMTJ) Tijuana International Airport - Altitude: 489 - Latitude: 32.541061 - Longitude: -116.970001>>
4933,6,French Polynesia,<bound method Entity.get_distance_from of <(NTGC) Tikehau Airport - Altitude: 6 - Latitude: -15.1196 - Longitude: -148.229996>>,TIH,NTGC,-15.1196,-148.229996,Tikehau Airport,<bound method Airport.set_airport_details of <(NTGC) Tikehau Airport - Altitude: 6 - Latitude: -15.1196 - Longitude: -148.229996>>
4934,26,Russia,<bound method Entity.get_distance_from of <(UEST) Tiksi Airport - Altitude: 26 - Latitude: 71.697701 - Longitude: 128.903>>,IKS,UEST,71.697701,128.903,Tiksi Airport,<bound method Airport.set_airport_details of <(UEST) Tiksi Airport - Altitude: 26 - Latitude: 71.697701 - Longitude: 128.903>>
